OBJECTID,ZONE_CODE,PDR,PDR_DENSIT,CASE_NO,LABEL,EDITOR,ACTION_,COMMENT_,ACRES,BOC_DATE,CITY_COUNC,MAP_EDIT_D,ERROR_FIX_,UDO,ZONE_GEN,UDO_LABEL,DEVELOP_PL,UDO_LEGEND,IN_DATE,PDR_RNG,GlobalID,ShapeSTArea,ShapeSTLength
1072,GC, ,0,Z07-22,GC, , , ,2.44652396,,2007/08/06 05:00:00+00,,,CG,COMMERCIAL,CG, ,19 - CG,2007/08/06 05:00:00+00,,{338832CA-7397-440D-87A1-9B79714D01FA},106570.251708984,1383.03961255583
1073,CT, ,0, ,CT, , , ,1.09929091,,,,,IL,COMMERCIAL,IL, ,21 - IL,,,{DA351EDD-120E-4C50-81C6-0AB84D694687},47884.9625244141,1127.94569996461
1074,SC, ,0,,SC, , ,P97-34,6.44548388,,1997/07/21 05:00:00+00,,,CC,COMMERCIAL,CC, ,16 - CC,,,{A156A1D1-9B9C-42F0-9F3F-2FABEC92AE7E},280764.403442383,2678.39409683088
1075,GC, ,0, ,GC, , , ,1.76492015,,,,,CG,COMMERCIAL,CG, ,19 - CG,,,{5429FED0-6763-4BA9-801F-995A7B01D0F1},76879.6824951172,1544.41050215317
1076,R-5, ,0, ,R-5, , , ,4.42592835,,,,,RU-5,RES_MEDIUM_DENSITY,RU-5, ,11 - RU-5,,,{F4313BDB-2CDC-4F25-89E9-C22102D7E1D4},192792.838012695,2137.75101474869
1077,OI-2, ,0,Z1100031,OI-2(D), , ,"P01-07,P02-29",4.61363678,,,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{45DD3E29-AD3D-46AF-B75E-C0981E202923},200969.391723633,1872.88753955314
1078,SC, ,0, ,SC, , , ,30.46084517,,,,,CC,COMMERCIAL,CC, ,16 - CC,,,{866354CC-86FE-4B54-8EDD-DE3701D9C71A},1326870.28112793,5409.50458604921
1079,RM-12, ,0, ,RM-12, , , ,0.40122435,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{E4F181DD-2AAC-4547-B8C0-32B6D1659979},17477.2780761719,530.14933381371
1080,NC, ,0,,NC, , ,"P78-25;P82-11",1.35001005,,1982/04/05 05:00:00+00,,,CN,COMMERCIAL,CN, ,17 - CN,,,{0AFBE6EB-40FD-466E-96B0-58C2A058D20D},58806.2542724609,975.451549691554
1081,R-20, ,0,P91-51,R-20(D), , ,"P87-54;P89-20",4.85466997,,1991/11/18 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20(D),(D), 7 - RS-20,,,{504CC0C1-65C4-459E-89F9-2557387C78E5},211468.764648438,2709.24055832132
1082,SC, ,0,Z1800029,SC,Quaye Trimble, ,P96-50,0,1996/10/28 05:00:00+00,2020/06/30 05:00:00+00,2020/07/01 14:52:49+00,,CG,COMMERCIAL,CG(D),(D),19 - CG,,,{CDDA56E4-4F58-4567-B5F0-4DC797CF639A},609733.533935547,3873.74896615019
1083,I-1, ,0, ,I-1, , , ,0.20355782,,,,,IP,INDUSTRIAL,IP, ,22 - IP,,,{001D438B-054A-45A0-A340-87D4BFA2BA01},8866.95129394531,511.820769305067
1084,OI-1, ,0,P00-93,OI-1(D), , , ,1.05240051,,2001/06/04 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{F5625E60-5381-41C7-8E53-E665AF68C647},45842.4237060547,1086.23179845
1085,R-20, ,0, ,R-20, , , ,147.05360141,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{19947302-7A97-4DAC-BDD8-5683D1FC5FF9},6405634.9185791,16124.410075399
1086,OI-2, ,0,,OI-2, , ,"P85-104;P86-66;P87-14",21.39930056,,1987/05/04 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{C5F555F4-9DC9-46E1-A682-C471C95EBC61},932150.626708984,4425.56794236612
1087,RSCH, ,0,Z07-27,RSCH, , , ,26.14615187,,2008/09/15 05:00:00+00,,,CG,COMMERCIAL,CG(D),(D),19 - CG,2008/09/15 05:00:00+00,,{0C44DFB6-0EA0-409F-9D59-8AA91EC5B3BE},1138922.82678223,6553.88950748702
1088,RM-12, ,0, ,RM-12, , , ,0.20285677,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{94324400-73F4-4C23-9D09-BB9767B4126D},8836.41369628906,453.340846939126
1089,R-8, ,0, ,R-8, , , ,23.64526182,,,,,RS-8,RES_MEDIUM_DENSITY,RS-8, , 9 - RS-8,,,{EC9A811C-1334-424B-9604-9780201DA160},1029984.39672852,7656.39879200376
1090,R-3, ,0, ,R-3, , , ,2.41685136,,,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{0709B915-5981-4BC2-B521-91080D99DD52},105277.716918945,1497.86574603915
1091,RD, ,0, ,RD, , , ,10.52372695,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{ECFB9C60-55FF-4118-A56A-0962D14E6DC6},458412.117431641,4814.09594949158
1092,RD, ,0,Z1300035,RD,Wadeg, ,"Z1300013; P94-49;P02-47;P03-69;P04-25;Z06-05A",0.75419521,,2014/12/01 05:00:00+00,2014/12/04 05:00:00+00,,RR,RES_RURAL_DENSITY,RR(D),(D), 6 - RR,,,{E7917525-FCB0-4485-8515-2F87FE5A5481},32852.6408691406,2102.19950336975
1093,SC, ,0, ,SC, , ,P87-54,16.37314473,,,,,CC,COMMERCIAL,CC, ,16 - CC,,,{4E49A1AD-4847-42DD-8D9B-4FF5A0A248B5},713211.962402344,4128.30700500051
1094,PDR,Y,3.1400001,P02-19,PDR 3.14, , , ,6.75568816,,2002/06/18 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 3.140,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{8F734D50-0265-4CD8-A35E-1710A92EDC30},294276.859375,2524.03333895115
1095,GC, ,0,,GC, , ,"P90-14;P96-53;P98-78;P04-37",69.63082159,2004/09/27 05:00:00+00,,,,CG,COMMERCIAL,CG, ,19 - CG,,,{9D692078-92B3-4196-850A-0C3EBCF52BF5},2888110.40979004,13516.901679143
1096,RD, ,0, ,RD,LDW ,Z1600034,Z1600034,34.94409854,,2017/08/21 05:00:00+00,2017/09/18 05:00:00+00,,RR,RES_RURAL_DENSITY,PDR 1.964,(D), 1 - PDR-VLR (< 2 du/ac),,,{F7C58ED1-869F-40A6-89AB-DB5879EE0C8D},1522160.18945312,6407.46322389688
1097,RSCH, ,0, ,Morrisville,Wadeg, Site Annexed by Morrisville, ,8.07893887,,,,,,,Morrisville, ,26 - Other Juris,,,{4A299DE9-B2E0-4FE0-B0F0-EC56E6CED469},351917.480102539,2794.56460265034
1098,R-8, ,0,,R-8, , ,"P91-34;P96-46;P99-03;P00-61;P04-11;P04-15",749.88753879,,2001/01/16 05:00:00+00,,,RS-8,RES_MEDIUM_DENSITY,RS-8, , 9 - RS-8,,,{7812A9F8-1AF1-4EAD-B141-732FA247D778},32664999.4090576,65262.7755642381
1099,RM-12, ,0, ,RM-12, , , ,0.52797915,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{D94555A7-BEA5-4810-8995-C7B640093DDF},22998.6999511719,627.244729964766
1100,PDR,Y,3.40000009,P88-70,PDR   3.400, , ,P87-54,21.57269901,,1989/04/03 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 3.400,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{AA3F28C5-6A1B-4069-BCA8-DA283CBCFD40},939703.840454102,5196.23846771171
1101,OI-2, ,0,,OI-2, , ,"P83-26;P84-06",18.14829268,,1984/03/15 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{2C4C5243-AFC8-4B68-B560-C20740B5DDF6},790537.166137695,5130.83164278183
1102,PDR,Y,2.26999998,P01-77,PDR 2.27, , ,P03-43,21.10936719,2002/03/11 05:00:00+00,,,,PDR,RES_LOW_DENSITY,PDR 2.270,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{E8868829-BE1E-4514-B11A-60ADE4332E44},919521.170043945,4352.04603072323
1103,R-20, ,0,P93-22,R-20, , , ,8.39606921,,1993/06/21 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{18F3F3D5-79C3-48E5-BEB5-B63E470A77C1},365731.635375977,3285.72649919833
1104,R-3, ,0, ,R-3, , , ,10.18541702,,,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{85E8F6CA-16F1-47C1-98DF-6C2A722818BF},443675.382568359,2614.68185631166
1105,NC, ,0,P92-44,NC, , , ,6.3730077,,1992/10/19 05:00:00+00,,,CN,COMMERCIAL,CN, ,17 - CN,,,{E72C5FD5-2C4F-43B0-B2EF-59D7CA001ED4},277607.350585938,2218.4714572954
1106,R-5, ,0,P91-24,R-5, , , ,10.7966769,,1991/08/19 05:00:00+00,,,RU-5,RES_MEDIUM_DENSITY,RU-5, ,11 - RU-5,,,{445824F5-AEC1-4C59-96E7-0834BE50F7F4},470301.780151367,3354.47930032975
1107,I-2, ,0,,I-2, , ,P86-61,18.62214727,,1986/10/06 05:00:00+00,,,IL,INDUSTRIAL,IL, ,21 - IL,,,{B6EE1854-2C01-4ACB-AB29-77477B44A372},811178.206542969,3792.0816831908
1108,RD, ,0,P94-59,RD(D), ,Mapped incorrectly per case P94-59, ,24.62634923,,1996/02/22 05:00:00+00,2007/02/19 05:00:00+00,2007/02/19 05:00:00+00,RR,RES_RURAL_DENSITY,RR(D),(D), 6 - RR,,,{122084BA-563D-4C20-B470-4485646B1FF8},1072720.43066406,14055.6056775196
1109,R-20, ,0, ,R-20, , ,P02-42,95.55243644,,2003/01/21 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{863C512B-0C2F-404B-B871-34CF850B6C27},4162251.16259766,13501.8807764463
1110,R-8, ,0, ,R-8, , , ,0.43464322,,,,,RS-8,RES_MEDIUM_DENSITY,RS-8, , 9 - RS-8,,,{97A88CC9-E843-4D2B-BE88-17FEDEFF7A5E},18932.9996337891,607.118811219473
1111,RM-20, ,0, ,RM-20, , , ,1.08075753,,,,,RU-M,RES_HIGH_DENSITY,RU-M, ,13 - RU-M,,,{9B2FA9B7-C6B2-4E32-A799-DFF8D3D32B1E},47077.6514892578,924.431399034672
1113,SC, ,0,Z0800036,SC(D), , ,"P95-32B;P02-45",6.02370189,1996/02/26 05:00:00+00,2009/06/01 05:00:00+00,,,CG,COMMERCIAL,CG(D),(D),16 - CC,2009/06/01 05:00:00+00,,{2F40300C-5396-49E4-A2E8-B60652302BC2},262391.637329102,3087.71304943342
1114,PDR,Y,4.76,Z1500011,PDR 6.038,Wadeg, ,"Z06-04; Z06-04A",14.2457487,,2015/10/05 05:00:00+00,2015/10/06 05:00:00+00,,PDR,RES_MEDIUM_DENSITY,PDR 6.038,(D), 3 - PDR-MDR (4 - 8 du/ac),,PDR-MDR,{E5928E38-6E6B-4D9A-8D85-D29F5E283B00},620542.879882812,6338.60430541471
1115,NC, ,0, ,NC, , , ,8.67578552,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{2D6DB078-144A-4CEE-8301-6389158E2D9A},377916.039550781,2910.77386475674
1116,R-5, ,0, ,R-5, , , ,66.40559956,,,,,RU-5,RES_MEDIUM_DENSITY,RU-5, ,11 - RU-5,,,{7BF012B2-D05E-4E50-B1DB-BFDF81F852EF},2892618.90307617,8466.68328864301
1117,RM-12, ,0, ,RM-12, , , ,0.30336188,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{B4C52CBC-A0AF-480D-9732-8C2D93621109},13214.4024658203,468.663730112834
1118,RD,Y,6.79,Z0800032,RD, , ,"Z06-21;Annexed 1-2-07",27.53076353,,2009/12/21 05:00:00+00,,,PDR,RES_MEDIUM_DENSITY,PDR 6.850,(D), 3 - PDR-MDR (4 - 8 du/ac),2009/12/21 05:00:00+00,PDR-MDR,{7C175BF9-AA25-4DAB-825B-226742160ADC},1199236.32275391,4946.44798461522
1119,RAD, ,0,,RAD, , ,P00-51,140.70386366,2000/09/11 05:00:00+00,,,,SRP,RESEARCH,SRP, ,24 - SRP,,,{D5AACC40-A158-487C-BDA6-297C66BEA568},6129041.203125,13393.8037278502
1120,R-5, ,0, ,R-5, , , ,105.37469331,,,,,RU-5,RES_MEDIUM_DENSITY,RU-5, ,11 - RU-5,,,{B2054D41-9F89-4038-AE41-9F415452F147},4590107.33728027,14890.264223956
1121,RM-12, ,0, ,RM-12, , , ,0.22162591,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{19D4A806-D375-4FC1-AE82-FB249C95EA8E},9653.99426269531,467.720827032311
1122,GC, ,0,P95-14,GC(D), , , ,4.53218978,,1995/06/19 05:00:00+00,,,CG,COMMERCIAL,CG(D),(D),19 - CG,,,{7B183607-AEDB-4689-A406-03DC527949FF},197421.571899414,2166.71225720142
1123,RM-20, ,0, ,RM-20, , ,P93-32,32.72970017,,,,,RU-M,RES_HIGH_DENSITY,RU-M, ,13 - RU-M,,,{FDC5CD87-9CD7-4B2B-8C29-455EBB757EF7},1425701.29638672,6566.94546967203
1124,NC, ,0,Z1100030,OI-1, Wadeg,Approved,"P80-32;P81-29;P81-39;P87-01;P90-33;P93-11",5.36044252,,2012/06/04 05:00:00+00,2012/06/06 05:00:00+00,,CN,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{3CCE9B15-430C-44A1-9982-A86AB97B3ED8},233500.149047852,2474.64110346117
1125,R-20, ,0, ,R-20, , , ,25.0163093,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{7156EE58-D6F9-4522-B412-2B077CF72622},1089707.03625488,5031.39413790062
1126,PDR,Y,2,Z06-18,PDR,Wadeg, ,Z06-18A,37.59277557,2006/09/25 05:00:00+00,,2006/09/28 05:00:00+00,,PDR,RES_LOW_DENSITY,PDR 2.000,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{00A19591-38C8-4E31-BF14-11F7659F4E96},1637536.20153809,8950.94212459751
1127,R-20, ,0, ,R-20, , , ,6.92070592,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{0017FC2A-B531-4EF3-BEF0-20C70774E81D},301465.010620117,2534.19917949553
1128,R-20, ,0,P03-58,R-20, , , ,3.30272118,,2003/12/15 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{09E9B276-132E-4A3E-A1C5-D3AB230C3890},143866.085693359,1918.7738006605
1129,RM-12, ,0, ,RM-12, , , ,84.36824389,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{9D7C87E1-3BFB-4E92-8AB2-4FCB5968B02B},3675069.2512207,9352.76255652811
1130,OI-2, ,0,Z1400018,RS-M,Wadeg, ,"P87-76;P87-54;P94-45;P94-55",22.16659342,,2015/04/20 05:00:00+00,2015/04/21 05:00:00+00,,RS-M,RES_HIGH_DENSITY,RS-M(D),(D),10 - RS-M,,,{DC2B7FDF-1B2B-4C85-8414-008F53CAFF73},965573.801025391,4567.25349232302
1131,SC, ,0,P94-29,SC(D), , ,P80-26,2.06947581,,2015/06/01 05:00:00+00,2015/06/05 05:00:00+00,,CC,COMMERCIAL,CC(D),(D),16 - CC,,,{340A2C85-95D6-45CC-9118-8CD360E7DFFB},90146.0854492188,1478.98153383696
1132,R-20, ,0, ,R-20, , , ,0.20275797,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{863F6D4A-15FF-4615-A345-84E60F39DC1D},8832.10925292969,377.459994533991
1133,NC, ,0, ,NC, , , ,1.03994948,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{6B8BA40C-7B06-4A6A-8374-09BCCF1EA769},45300.0578613281,939.234675772294
1134,NC, ,0, ,NC, , , ,0.56828022,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{2633A1A5-C918-4847-8911-1C7B5E932311},24754.2093505859,670.818644961819
1135,OI-2, ,0,P02-11,OI-2(D), , , ,0.61938011,,2002/09/16 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{5B2A23A8-8E96-4632-A971-CE943D84ADBF},26980.1134033203,729.303937700716
1136,RM-12, ,0, ,RM-12, , , ,0.33268946,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{CE3B7C34-36DE-4A3A-ABF2-ED7C39AAF49C},14491.9077148438,482.413202113934
1137,NC, ,0,Z06-01,NC, , , ,1.49153054,,2006/03/06 05:00:00+00,2006/03/07 05:00:00+00,,CG,COMMERCIAL,CG, ,19 - CG,,,{755E81D8-6FB5-47D4-A84E-35D02BFD3060},64970.8679199219,1180.27814208112
1138,R-10, ,0, ,R-10, , , ,63.22777909,,,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{96782B63-DC49-4B51-A5EF-C11D1D05A1F0},2754193.47509766,6787.88393865112
1139,RD, ,0,P03-75,RD(D), , , ,8.16963895,,2004/04/19 05:00:00+00,,,RR,RES_RURAL_DENSITY,RR(D),(D), 6 - RR,,,{B74A28E3-2AAC-4D6F-8310-821B92ABB281},355868.364013672,4045.29320552359
1140,PDR,Y,2.47399997,P96-29, , , , ,16.02154313,1996/11/11 05:00:00+00,,,,PDR,RES_LOW_DENSITY,PDR 2.474,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{88DD2765-AF30-4A28-BE54-766F30E78E51},697896.244140625,4537.97243956151
1141,NC, ,0, ,NC, , , ,1.2464377,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{9B326045-4F58-440D-ACE2-E722706AE7DC},54294.6573486328,968.219293950187
1142,RM-8, ,0, ,RM-8, , ,P87-54,21.64747168,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{E679C301-5DA5-44A6-8EA0-69998DB83595},942960.927612305,4753.52088905576
1143,NC, ,0,P94-36,NC(D), , ,"P80-39;P81-15",3.71145767,,1995/01/17 05:00:00+00,,,CN,COMMERCIAL,CN(D),(D),17 - CN,,,{8E1FA91D-AB1E-4DAD-98E8-499F9BC506C1},161670.592407227,1758.53896628215
1144,OI-2, ,0,P03-28,OI-2(D), , ,P97-86,1.39113185,,2003/11/17 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{2122980D-A6E6-4F73-AC3D-EF89623F2D4E},60597.5147705078,1029.7626014719
1145,OI-2, ,0,Z0800024,GC,Wadeg,,"Z0800024; P87-54;P88-51",3.35035046,,2008/10/06 05:00:00+00,,,CG,COMMERCIAL,CG(D), ,19 - CG,2008/10/06 05:00:00+00,,{C2607A67-4BAB-4581-8F56-F918FF015862},145940.811767578,1692.7070911754
1146,RM-12, ,0, ,RM-12, , , ,0.50476489,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{F690A79C-877B-45C6-BEFE-03247A074600},21987.4898681641,645.024177993435
1147,RM-12, ,0, ,RM-12, , , ,0.59995078,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{89F541DD-3347-4F13-80D0-80D422CF8D7C},26133.7745361328,789.837139897106
1148,NC, ,0, ,NC, , , ,16.75585935,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{9BBDC852-98E9-48F0-A014-913D1F9B50CB},729882.959472656,4590.26326992096
1149,RD, ,0, Z1200013,RD,Wadeg,RR to PDR 2.87 and RR(D),"P94-49;P02-47;P03-69;P04-25;Z06-05A",18.67545654,,2013/02/18 05:00:00+00,2013/02/20 05:00:00+00,,PDR,RES_LOW_DENSITY,PDR 2.870,(D), 2 - PDR-LDR (2 - 4 du/ac),,,{EDFEC4DF-56F1-442D-B6CC-622D2BFE2D41},813500.35144043,4258.13269279232
1150,RD, ,0, ,RD, , , ,7.47149306,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{E842E0F5-1AB9-46F0-8587-B42BB02B8454},325457.223510742,3260.28089016587
1151,R-10, ,0,P88-75,R-10, , , ,79.20923218,1989/06/12 05:00:00+00,1989/04/17 05:00:00+00,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{FBA5108C-33F3-4F9C-9719-6B9E4E17B999},3450343.40270996,7822.3797190332
1152,GC, ,0,,GC, , ,P88-63,39.76081699,,1988/12/05 05:00:00+00,,,CG,COMMERCIAL,CG, ,19 - CG,,,{E3217372-9709-4F35-8527-2FF9C117A51B},1731975.79248047,8321.57584538236
1153,RM-12, ,0, ,RM-12, , , ,0.35040082,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{B6CD0B5D-FF65-4A5D-9A8B-0D3512D2829A},15263.4118652344,532.660033966061
1154,RD,Y,6.79,Z06-21,RD, , ,"R-4 City of Raleigh; Z06-21;Annexed 1-2-07",4.76287726,,2009/12/21 05:00:00+00,,,PDR,RES_MEDIUM_DENSITY,PDR 6.850,(D), 3 - PDR-MDR (4 - 8 du/ac),2007/02/19 05:00:00+00,PDR-MDR,{63395C15-8BB2-498D-AB2D-A70CC27EEB26},207470.287353516,2485.11349553259
1155,RD, ,0, ,RD, , , ,45.51679942,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{1ECBD323-2EF3-4AD9-93F8-5DA0CD75A770},1982705.6036377,8208.94970184057
1156,SC, ,0,Z0800033,SC(D), , ,"P80-33;P95-12",14.01499026,,2009/04/06 05:00:00+00,,,CG,COMMERCIAL,CG(D),(D),19 - CG,2009/04/06 05:00:00+00,,{03AF1836-A6C9-411B-BDD8-E5139BE4E079},610491.073486328,3154.50352036352
1157,NC, ,0,P94-40,NC(D), , ,P87-47,4.56857615,,1995/05/01 05:00:00+00,,,CN,COMMERCIAL,CN(D),(D),17 - CN,,,{04CA0DAA-C89D-4646-9758-0ADCF44EFFB3},199006.557006836,1803.36591110293
1158,, ,0,Z0900016,, , ,P91-42,1.14357996,,2010/02/01 05:00:00+00,,,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DD-S2, ,29 - DD-S2,2010/02/01 05:00:00+00,,{59832B24-68F4-4A46-BCC7-F4243ECA9FCC},49814.1876220703,1156.59814933138
1159,PDR,Y,3.44000005,P92-54,PDR 3.44, , ,"P85-47;P86-42;P86-42;P87-75",46.84649004,,1992/12/21 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 3.440,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{5D4015A7-A7C9-4AF2-B7D4-E0DB9C4680C3},2040626.74963379,13807.0263363362
1160,NC, ,0,Z07-02,NC, , , ,1.65139456,,2007/06/04 05:00:00+00,,,CG,COMMERCIAL,CG(D),(D),19 - CG,2007/06/04 05:00:00+00,,{F9C2FFC5-52A6-44CA-A923-3BCC46E06D7C},71934.5228271484,1283.99908107201
1162,R-15, ,0, ,R-15, , , ,9.06112264,,,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{1E1C9120-3989-4042-8B76-EEC701718A06},394701.272460938,3174.82278730034
1163,NC, ,0, ,NC, , , ,0.11832959,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{AC509696-CD13-46D1-AA26-2E9CAF09D283},5154.42102050781,358.815836327516
1164,R-20, ,0, ,R-20, , , ,63.27380851,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{5AF98522-D6BA-4BAB-A635-BB026A9E9BF0},2756198.51196289,10549.8699299615
1165,RM-12, ,0, ,RM-12, , , ,1.98314373,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{52B1007D-F9A7-4B5C-AC6F-8B792AA66367},86385.4719238281,1293.31467661809
1166,NC, ,0,P94-42,NC, , , ,1.46382694,1995/02/13 05:00:00+00,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{F1DE319E-EC85-477D-932B-C4F08EA0DF1E},63764.1030273438,1075.84203731383
1167,RM-12, ,0,,RM-12, , ,P86-87,0.46554652,,1987/11/02 05:00:00+00,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{5C4AD0B7-5ECF-4B37-B26E-FE1939958A61},20279.1436767578,599.508306380905
1168,MU, ,0,P02-14,MU(D), , ,P02-14,2.8970705,,2002/06/18 05:00:00+00,,,MU,MIXED_USE,MU(D),(D),23 - MU,,,{9F7EA3F8-3A77-4012-A030-029777BFA146},126195.997192383,2114.13612287611
1169,R-8, ,0, ,R-8, , , ,1.28347118,,,,,RS-8,RES_MEDIUM_DENSITY,RS-8, , 9 - RS-8,,,{6448FA0F-5F74-44AE-9D83-9D16E7EE2C93},55907.8299560547,945.249878077709
1170,OI-2, ,0,Z1700021,OI-2,Quaye Trimble, ,"P87-54; P87-54;P94-45;P94-55",2.58962702,1995/04/24 05:00:00+00,2018/12/17 20:07:14+00,2019/01/25 20:00:35+00,,CN,COMMERCIAL_NEIGHBORHOOD,CN (D),(D),17 - CN,,,{1D9F8B46-E252-4E3D-BDB6-1B4E0BAE9091},112803.801147461,1392.35632056599
1171,RM-8, ,0,P85-65,RM-8, , , ,14.40877829,,1985/10/07 05:00:00+00,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{339D6CE6-7B0E-4F9D-A0A9-A3F9D0E29773},627644.426879883,4270.92237603202
1172,RM-20, ,0, ,RM-20, , , ,3.88189302,,,,,RU-M,RES_HIGH_DENSITY,RU-M, ,13 - RU-M,,,{B23154C2-7767-44B2-832A-12B6196B41FF},169094.732666016,1685.18350027396
1173,R-20,Y,0,Z05-23,R-20, , , ,21.22094529,2006/11/13 05:00:00+00,,,,PDR,RES_LOW_DENSITY,PDR 2.690,(D), 2 - PDR-LDR (2 - 4 du/ac),2006/11/13 05:00:00+00,PDR-LDR,{B81351D1-3819-48DD-8FBA-2562EF9D6ED2},924381.495849609,4099.90368322843
1174,RAD, ,0, ,RAD, , , ,117.0911858,,,,,SRP,RESEARCH,SRP, ,24 - SRP,,,{409A650A-8BF1-4574-B61D-44560D41F4D6},5100476.16064453,9404.92171449372
1175,RD, ,0,P98-81,RD(D), , ,P87-54,7.04879183,,1999/03/01 05:00:00+00,,,RR,RES_RURAL_DENSITY,RR(D),(D), 6 - RR,,,{1E6D7156-2232-4A3B-9263-60D2BEFFC979},307044.415039062,3409.60589501512
1176,RM-12, ,0,P88-25,RM-12, , , ,6.89962426,,1988/06/06 05:00:00+00,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{14A43BFC-414F-4DD8-ABB3-B0E62E267578},300546.696289062,2404.29102018807
1177,, ,0,Z1200012,,Wadeg,DD-S2 to RU-M,"P91-42;Z0900016,Z1100003",3.45005094,,2012/09/04 05:00:00+00,2012/09/05 05:00:00+00,,RU-M,RES_HIGH_DENSITY,RU-M, ,13 - RU-M,,,{BF728492-AA51-49B6-9F51-F8C4FBB3B896},150283.750488281,1742.01991023905
1178,NC, ,0,P97-05,NC(D), , ,"P87-01;P90-42;P91-20;P91-50;P95-02",2.66704568,,1997/05/19 05:00:00+00,,,CN,COMMERCIAL,CN(D),(D),17 - CN,,,{42A90DEC-205C-4409-98F1-6D7D02E94843},116176.147216797,1408.48615455383
1179,OI-1, ,0,,OI-1, , ,"P77-07;P85-67;P88-27;P98-41",30.76318506,,1998/10/19 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{65392533-10F0-4CA3-BF8B-AB66CF630724},1340040.1661377,5780.00318857812
